KLBJ,09/25/2018,10:57pm,You Could Be Mine,Guns N' Roses
KLBJ,09/25/2018,10:45pm,Possum Kingdom,The Toadies
KLBJ,09/25/2018,10:40pm,Hysteria,Def Leppard
KLBJ,09/25/2018,10:27pm,Until It Sleeps,Metallica
KLBJ,09/25/2018,10:20pm,Livin' On The Edge,Aerosmith
KLBJ,09/25/2018,10:17pm,Changes,David Bowie
KLBJ,09/25/2018,10:14pm,I Love Rock N' Roll,Joan Jett & The Blackhearts
KLBJ,09/25/2018,10:08pm,Sympathy For The Devil,The Rolling Stones
KLBJ,09/25/2018,10:03pm,Plush,Stone Temple Pilots
KLBJ,09/25/2018,9:59pm,Runaway,Bon Jovi
KLBJ,09/25/2018,9:46pm,Comfortably Numb,Pink Floyd
KLBJ,09/25/2018,9:42pm,Runnin Down A Dream,Tom Petty
KLBJ,09/25/2018,9:38pm,Already Gone,The Eagles
KLBJ,09/25/2018,9:27pm,Are You Gonna Go My Way,Lenny Kravitz
KLBJ,09/25/2018,9:23pm,Dreams,Van Halen
KLBJ,09/25/2018,9:18pm,Sweet Home Alabama,Lynyrd Skynyrd
KLBJ,09/25/2018,9:14pm,Everybody Wants You,Billy Squier
KLBJ,09/25/2018,9:12pm,Immigrant Song,Led Zeppelin
KLBJ,09/25/2018,9:08pm,Scar Tissue,Red Hot Chili Peppers
KLBJ,09/25/2018,9:03pm,You've Got Another Thing Comming,Judas Priest
KLBJ,09/25/2018,8:59pm,Under Pressure,Queen
KLBJ,09/25/2018,8:49pm,Rock & Roll Band,Boston
KLBJ,09/25/2018,8:44pm,For Those About To Rock (We Salute You),AC/DC
KLBJ,09/25/2018,8:41pm,Somebody To Love,Jefferson Airplane
KLBJ,09/25/2018,8:29pm,No Rain,Blind Melon
KLBJ,09/25/2018,8:24pm,Brain Damage/Eclipse,Pink Floyd
KLBJ,09/25/2018,8:15pm,November Rain,Guns N' Roses
KLBJ,09/25/2018,8:10pm,I Want You To Want Me [Live],Cheap Trick
KLBJ,09/25/2018,8:06pm,For Whom The Bell Tolls,Metallica
KLBJ,09/25/2018,8:02pm,(I Can't Get No) Satisfaction,The Rolling Stones
KLBJ,09/25/2018,7:57pm,Superstition,Stevie Ray Vaughan & Double Trouble
KLBJ,09/25/2018,7:45pm,"Rock And Roll, Hoochie Koo",Rick Derringer
KLBJ,09/25/2018,7:41pm,Money For Nothing,Dire Straits
KLBJ,09/25/2018,7:27pm,Hold The Line,Toto
KLBJ,09/25/2018,7:24pm,You Give Love A Bad Name,Bon Jovi
KLBJ,09/25/2018,7:20pm,Hey Hey What Can I Do,Led Zeppelin
KLBJ,09/25/2018,7:14pm,Dani California,Red Hot Chili Peppers
KLBJ,09/25/2018,7:10pm,You Got Lucky,Tom Petty & The Heartbreakers
KLBJ,09/25/2018,7:07pm,Proud Mary,Creedence Clearwater Revival
KLBJ,09/25/2018,7:02pm,Animal,Def Leppard
KLBJ,09/25/2018,6:57pm,(Don't Fear) The Reaper,Blue Oyster Cult
KLBJ,09/25/2018,6:45pm,No One Like You,Scorpions
KLBJ,09/25/2018,6:42pm,You're My Best Friend,Queen
KLBJ,09/25/2018,6:29pm,Janie's Got A Gun,Aerosmith
KLBJ,09/25/2018,6:25pm,Can't Get Enough,Bad Company
